University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,SGPA_CGPA_Gap,Study_Intensity,Total_Learning_Hours,Social_Study_Ratio
2021,Female,19,2020,BCSE,4,Yes,No,7,3,Offline,Yes,No,3,Advance,90,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,3.7,No,3.77,35,62488,0.06999999999999984,21,8,0.4225352112676057
2022,Male,19,2020,BCSE,2,Yes,No,4,2,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,2.68,No,3.15,11,30000,0.46999999999999975,8,6,0.48780487804878053
2022,Male,21,2019,BCSE,2,Yes,No,5,2,Offline,Yes,Yes,3,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Bachelor,No,2.68,No,3.15,11,20000,0.46999999999999975,10,7,0.5882352941176471
2019,Male,25,2018,BCSE,11,Yes,No,2,1,Offline,Yes,Yes,2,Intermediate,70,Yes,No,No,Web development,4,Software,Single,No,Bachelor,Yes,0.0,No,2.53,91,30000,2.53,2,6,0.9523809523809523
2019,Female,22,2019,BCSE,9,No,Yes,3,3,Online,Yes,No,2,Basic,99,No,No,Yes,Web development,2,Data Science,Single,No,Family,Yes,2.68,No,3.15,100,20000,0.46999999999999975,9,5,0.6451612903225806
2018,Male,24,2017,BCSE,13,No,No,2,2,Offline,Yes,Yes,4,Basic,50,Yes,Yes,Yes,Web development,5,Software,Married,Yes,Bachelor,No,2.2,No,2.66,110,60000,0.45999999999999996,4,7,1.9047619047619047
2017,Male,22,2017,BCSE,15,Yes,No,1,1,Offline,Yes,Yes,4,Advance,100,Yes,No,Yes,Web development,4,Software,Single,No,Bachelor,Yes,2.6,No,2.6,90,62488,0.0,1,5,3.6363636363636362
2019,Female,22,2018,BCSE,11,No,Yes,3,1,Offline,Yes,Yes,3,Intermediate,95,No,No,Yes,Networking,0,Software,Married,No,Family,Yes,2.7,No,2.91,120,150000,0.20999999999999996,3,3,0.9677419354838709
2018,Male,23,2017,BCSE,14,No,No,2,2,Online,Yes,Yes,1,Intermediate,90,Yes,Yes,Yes,Programming,2,Software,Single,Yes,Family,No,2.87,No,2.99,120,30000,0.1200000000000001,4,4,0.47619047619047616
2021,Male,20,2019,BCSE,5,No,No,4,4,Offline,Yes,Yes,1,Intermediate,95,Yes,No,No,Programming,4,Software,Single,No,Bachelor,No,2.68,No,3.15,50,25000,0.46999999999999975,16,8,0.24390243902439027
2019,Male,23,2017,BCSE,9,No,Yes,2,1,Online,Yes,Yes,4,Intermediate,70,No,No,Yes,Cyber security,4,NETWORKING,Relationship,Yes,Family,No,2.68,No,3.15,100,200000,0.46999999999999975,2,6,1.9047619047619047
2015,Male,26,2012,BCSE,21,No,No,1,1,Offline,Yes,Yes,1,Basic,85,Yes,No,No,Web development,1,Hardware,Single,No,Bachelor,Yes,2.68,Yes,3.15,77,50000,0.46999999999999975,1,2,0.9090909090909091
2019,Male,22,2019,BCSE,9,No,No,3,5,Online,Yes,Yes,1,Intermediate,99,No,No,No,Web development,3,Software,Single,No,Bachelor,No,2.68,No,3.15,100,40000,0.46999999999999975,15,6,0.3225806451612903
2019,Male,23,2018,BCSE,9,No,Yes,1,1,Offline,Yes,Yes,1,Intermediate,70,No,No,No,Web development,1,Hardware,Relationship,Yes,Family,Yes,2.7,No,2.92,76,15000,0.21999999999999975,1,2,0.9090909090909091
2019,Male,21,2018,BCSE,11,No,Yes,2,1,Offline,Yes,Yes,1,Intermediate,73,No,No,Yes,Programming,2,NETWORKING,Single,No,Family,No,2.68,No,3.15,126,75000,0.46999999999999975,2,4,0.47619047619047616
2019,Male,22,2018,BCSE,11,No,No,2,2,Online,Yes,Yes,1,Intermediate,100,Yes,Yes,Yes,Programming,2,Software,Single,No,Bachelor,Yes,2.68,No,3.15,126,40000,0.46999999999999975,4,4,0.47619047619047616
2018,Female,23,2016,BCSE,14,No,Yes,3,2,Offline,Yes,Yes,1,Basic,70,Yes,No,No,Programming,2,Hardware,Single,No,Bachelor,Yes,2.98,Yes,2.96,118,20000,-0.020000000000000018,6,5,0.3225806451612903
2019,Female,21,2018,BCSE,11,No,No,1,1,Offline,Yes,Yes,2,Advance,75,No,No,Yes,Web development,2,Software,Relationship,No,Family,No,2.68,No,3.15,126,40000,0.46999999999999975,1,3,1.8181818181818181
2021,Female,20,2019,BCSE,2,Yes,No,5,2,Offline,Yes,Yes,7,Basic,80,No,No,No,Programming,2,Software,Single,Yes,Bachelor,Yes,2.68,No,3.15,11,62488,0.46999999999999975,10,7,1.3725490196078431
2019,Female,21,2019,BCSE,9,No,No,6,3,Offline,Yes,Yes,2,Intermediate,88,No,No,Yes,Web development,4,Software,Single,No,Bachelor,No,2.68,No,3.15,100,62488,0.46999999999999975,18,10,0.3278688524590164
2019,Male,22,2019,BCSE,9,No,No,3,4,Offline,Yes,Yes,2,Intermediate,99,No,No,No,Web development,7,Web Development,Single,No,Bachelor,No,3.52,No,2.9,100,15000,-0.6200000000000001,12,10,0.6451612903225806
2020,Male,23,2018,BCSE,8,Yes,Yes,4,5,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.48,No,3.08,68,20000,-0.3999999999999999,20,6,0.7317073170731708
2016,Male,25,2014,BCSE,11,Yes,Yes,2,1,Online,Yes,Yes,3,Advance,90,Yes,No,Yes,Web development,3,Software,Single,Yes,Family,No,2.68,No,3.15,126,63000,0.46999999999999975,2,5,1.4285714285714286
2019,Female,22,2018,BCSE,11,Yes,Yes,1,2,Online,Yes,Yes,3,Basic,80,No,No,No,Web development,3,NETWORKING,Single,No,Family,No,2.68,No,3.15,126,50000,0.46999999999999975,2,4,2.727272727272727
2020,Male,20,2019,BCSE,6,No,No,2,2,Online,Yes,Yes,5,Basic,90,Yes,No,No,Networking,2,NETWORKING,Single,No,Family,No,2.68,No,3.15,65,40000,0.46999999999999975,4,4,2.380952380952381
2018,Male,25,2016,BCSE,14,No,No,6,4,Online,Yes,Yes,2,Advance,2,Yes,No,Yes,Web development,4,Software,Single,Yes,Family,No,3.16,No,2.68,121,60000,-0.48,24,10,0.3278688524590164
2021,Female,21,2019,BCSE,5,No,No,2,3,Offline,Yes,Yes,1,Basic,87,Yes,No,Yes,Programming,1,UI/UX,Married,No,Family,No,1.92,No,2.42,39,60000,0.5,6,3,0.47619047619047616
2021,Male,20,2020,BCSE,4,No,Yes,2,1,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development,4,Blockchain,Single,No,Family,Yes,2.68,No,3.15,36,30000,0.46999999999999975,2,6,0.9523809523809523
2015,Male,27,2014,BCSE,10,No,Yes,5,2,Online,Yes,Yes,6,Basic,50,Yes,No,Yes,Networking,2,NETWORKING,Single,No,Family,No,2.68,No,3.15,113,7000,0.46999999999999975,10,7,1.1764705882352942
2019,Female,22,2018,BCSE,11,No,No,8,3,Online,Yes,Yes,4,Intermediate,99,No,No,Yes,Web development,4,Software,Single,No,Bachelor,No,2.68,No,3.15,126,20000,0.46999999999999975,24,12,0.4938271604938272
2022,Male,20,2020,BCSE,2,No,Yes,3,3,Offline,Yes,Yes,1,Intermediate,99,No,No,No,Programming,1,Software,Single,No,Family,No,2.68,No,3.15,11,20000,0.46999999999999975,9,4,0.3225806451612903
2020,Male,22,2018,BCSE,7,No,Yes,1,1,Offline,Yes,Yes,5,Basic,70,Yes,No,Yes,Networking,1,NETWORKING,Single,No,Family,No,2.68,No,3.15,77,20000,0.46999999999999975,1,2,4.545454545454545
2022,Male,21,2020,BCSE,2,Yes,Yes,7,2,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,3,Software,Single,Yes,Family,No,2.68,No,3.15,11,30000,0.46999999999999975,14,10,0.14084507042253522
2018,Male,23,2017,BCSE,13,No,No,2,1,Offline,Yes,Yes,1,Basic,75,Yes,Yes,Yes,Programming,3,Software,Single,No,Bachelor,No,2.68,No,3.15,136,35000,0.46999999999999975,2,5,0.47619047619047616
2020,Female,23,2020,BCSE,8,Yes,No,6,3,Offline,Yes,Yes,6,Intermediate,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,2.68,No,3.15,88,62488,0.46999999999999975,18,8,0.9836065573770493
2017,Female,25,2015,BCSE,8,No,No,2,2,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Networking,2,NETWORKING,Married,No,Family,No,2.68,No,3.15,88,60000,0.46999999999999975,4,4,0.47619047619047616
2022,Female,20,2020,BCSE,2,No,Yes,4,3,Offline,Yes,No,2,Intermediate,88,No,No,Yes,Programming,3,Software,Single,No,Bachelor,No,2.68,No,3.15,11,60000,0.46999999999999975,12,7,0.48780487804878053
2021,Male,21,2020,BCSE,4,Yes,Yes,2,2,Offline,Yes,Yes,2,Advance,80,No,No,Yes,Programming,2,Software,Relationship,Yes,Family,No,2.68,No,3.15,36,50000,0.46999999999999975,4,4,0.9523809523809523
2015,Female,26,2014,BCSE,22,No,Yes,2,2,Online,Yes,Yes,3,Intermediate,80,Yes,Yes,No,Software Development,2,Software,Married,Yes,Family,Yes,2.68,No,3.15,77,30000,0.46999999999999975,4,4,1.4285714285714286
2019,Male,23,2018,BCSE,11,No,Yes,5,5,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Networking,2,NETWORKING,Single,No,Bachelor,No,3.29,No,3.23,114,28000,-0.06000000000000005,25,7,0.5882352941176471
2019,Female,22,2018,BCSE,11,No,Yes,3,1,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,App development,3,Machine Learning,Single,Yes,Family,No,2.68,No,3.15,126,60000,0.46999999999999975,3,6,0.9677419354838709
2017,Male,23,2017,BCSE,12,No,No,2,2,Offline,Yes,Yes,1,Advance,100,Yes,No,Yes,Networking,3,Software,Single,No,Bachelor,No,2.68,No,3.15,136,90000,0.46999999999999975,4,5,0.47619047619047616
2017,Male,24,2017,BCSE,15,No,No,3,2,Online,Yes,Yes,3,Advance,80,Yes,No,Yes,Web development,4,Software,Single,No,Bachelor,No,2.68,No,3.15,113,200000,0.46999999999999975,6,7,0.9677419354838709
2020,Female,21,2019,BCSE,8,No,No,4,2,Offline,Yes,Yes,1,Intermediate,100,No,No,No,Web development,1,Software,Single,Yes,Family,No,2.68,No,3.15,88,50000,0.46999999999999975,8,5,0.24390243902439027
2019,Female,22,2018,BCSE,9,No,Yes,3,1,Offline,Yes,Yes,5,Basic,80,Yes,No,No,Programming,3,Software,Married,No,Bachelor,Yes,2.0,No,2.22,77,4000,0.2200000000000002,3,6,1.6129032258064515
2022,Male,19,2020,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,3,Basic,90,No,No,Yes,Programming,1,Software,Single,No,Family,No,2.68,No,3.15,11,40000,0.46999999999999975,6,4,0.9677419354838709
2019,Female,21,2018,BCSE,10,No,No,5,1,Offline,Yes,Yes,3,Intermediate,80,Yes,No,Yes,Programming,2,Software,Single,No,Bachelor,Yes,3.3,No,3.24,105,80000,-0.05999999999999961,5,7,0.5882352941176471
2019,Male,23,2017,BCSE,10,No,Yes,3,2,Online,Yes,Yes,2,Basic,90,No,No,Yes,Software Development,3,Software,Single,No,Bachelor,Yes,2.68,No,3.15,113,35000,0.46999999999999975,6,6,0.6451612903225806
2019,Male,21,2018,BCSE,9,No,No,1,1,Online,Yes,Yes,12,Intermediate,90,No,No,Yes,Web development,6,Software,Single,No,Bachelor,No,3.01,No,2.76,79,65000,-0.25,1,7,10.909090909090908
2018,Male,23,2017,BCSE,12,No,No,4,1,Offline,Yes,Yes,2,Intermediate,97,No,No,Yes,Web development,4,Software,Single,No,Bachelor,No,2.68,No,3.15,136,20000,0.46999999999999975,4,8,0.48780487804878053
2019,Male,22,2018,BCSE,9,No,No,3,2,Offline,Yes,Yes,3,Basic,95,No,No,Yes,Web development,2,Data Science,Single,No,Bachelor,No,3.2,No,3.3,103,40000,0.09999999999999964,6,5,0.9677419354838709
2018,Female,23,2017,BCSE,12,No,No,3,2,Online,Yes,Yes,2,Advance,80,Yes,No,Yes,Programming,2,Software,Single,Yes,Family,No,2.68,No,3.15,136,100000,0.46999999999999975,6,5,0.6451612903225806
2022,Female,20,2020,BCSE,2,Yes,No,4,1,Offline,Yes,Yes,6,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,2.68,No,3.15,11,50000,0.46999999999999975,4,6,1.4634146341463417
2018,Male,25,2015,BCSE,12,Yes,No,1,3,Offline,No,Yes,1,Intermediate,90,No,No,No,Web development,1,Software,Single,No,Bachelor,No,2.68,No,3.15,136,20000,0.46999999999999975,3,2,0.9090909090909091
2022,Male,20,2020,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,4,Intermediate,90,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,2.68,No,3.15,11,30000,0.46999999999999975,6,5,1.2903225806451613
2020,Female,23,2018,BCSE,7,No,Yes,3,2,Offline,Yes,Yes,4,Basic,40,Yes,Yes,Yes,Web development,2,Software,Married,Yes,Family,No,2.4,No,2.4,70,60000,0.0,6,5,1.2903225806451613
2020,Male,23,2018,BCSE,8,No,No,4,2,Online,Yes,Yes,2,Intermediate,90,No,No,No,Web development,1,Machine Learning,Single,Yes,Bachelor,No,2.68,No,3.15,88,50000,0.46999999999999975,8,5,0.48780487804878053
2021,Male,22,2020,BCSE,4,Yes,Yes,4,2,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Web development,2,Software,Single,Yes,Family,No,2.16,No,2.75,35,40000,0.5899999999999999,8,6,0.48780487804878053
2019,Male,22,2018,BCSE,9,Yes,No,8,3,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Web development,2,Software,Single,No,Bachelor,No,2.68,No,3.15,100,40000,0.46999999999999975,24,10,0.3703703703703704
2020,Male,23,2018,BCSE,8,Yes,Yes,5,3,Offline,No,Yes,2,Intermediate,5,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,2.68,No,3.15,88,12000,0.46999999999999975,15,7,0.3921568627450981
2021,Male,21,2020,BCSE,5,No,No,5,3,Offline,No,Yes,2,Intermediate,97,Yes,No,Yes,Software Development,4,Software,Single,No,Bachelor,No,0.0,No,2.31,46,50000,2.31,15,9,0.3921568627450981
2021,Female,20,2020,BCSE,5,No,Yes,2,3,Offline,Yes,Yes,3,Basic,80,No,No,No,Programming,3,Software,Single,No,Family,Yes,1.75,Yes,2.51,50,50000,0.7599999999999998,6,5,1.4285714285714286
2020,Female,22,2019,BCSE,8,No,No,4,2,Offline,Yes,No,4,Intermediate,90,No,No,Yes,Web development,2,Machine Learning,Single,No,Family,No,2.68,No,3.15,88,10000,0.46999999999999975,8,6,0.9756097560975611
2020,Male,22,2018,BCSE,8,No,No,2,2,Offline,Yes,Yes,4,Intermediate,90,Yes,No,No,Nothing,0,Artificial Intelligence,Single,No,Bachelor,No,2.68,No,3.15,88,50000,0.46999999999999975,4,2,1.9047619047619047
2022,Female,22,2019,BCSE,2,Yes,No,3,2,Online,Yes,Yes,0,Basic,92,No,Yes,Yes,Nothing specially,3,Entrepreneur,Single,No,Family,No,2.68,No,3.15,11,100000,0.46999999999999975,6,6,0.0
2019,Female,21,2018,BCSE,8,No,No,6,3,Online,Yes,Yes,2,Intermediate,100,No,No,No,Networking,1,Artificial Intelligence,Single,Yes,Bachelor,Yes,2.68,No,3.15,88,30000,0.46999999999999975,18,7,0.3278688524590164
2020,Female,21,2019,BCSE,8,Yes,Yes,2,1,Offline,Yes,Yes,4,Basic,88,No,No,No,Programming,3,Software,Single,No,Family,No,2.68,No,3.15,88,40000,0.46999999999999975,2,5,1.9047619047619047
2022,Male,19,2020,BCSE,1,Yes,Yes,1,1,Offline,Yes,Yes,6,Intermediate,95,No,No,No,Programming,1,Software,Single,Yes,Family,No,2.68,No,3.15,0,50000,0.46999999999999975,1,2,5.454545454545454
2020,Female,20,2018,BCSE,8,No,No,3,2,Offline,Yes,Yes,2,Advance,98,No,No,Yes,Programming,2,Hardware,Single,No,Family,No,2.6,No,2.81,75,500000,0.20999999999999996,6,5,0.6451612903225806
2021,Male,20,2020,BCSE,4,Yes,No,7,2,Offline,Yes,Yes,1,Intermediate,90,No,No,No,Web development,9,NETWORKING,Relationship,No,Bachelor,No,3.33,No,3.5,33,40000,0.16999999999999993,14,16,0.14084507042253522
2021,Male,24,2017,BCSE,4,No,No,3,2,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Programming,2,Software,Relationship,Yes,Bachelor,No,4.0,No,3.92,34,40000,-0.08000000000000007,6,5,0.6451612903225806
2021,Male,22,2020,BCSE,2,Yes,Yes,6,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Cyber security,3,NETWORKING,Single,Yes,Family,No,3.25,No,3.25,11,30000,0.0,18,9,0.3278688524590164
2019,Male,22,2018,BCSE,11,Yes,No,1,1,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Cyber security,2,Software,Single,Yes,Family,No,3.46,No,3.1,102,40000,-0.3599999999999999,1,3,0.9090909090909091
2022,Male,19,2020,BCSE,2,Yes,No,1,2,Offline,Yes,Yes,2,Intermediate,85,No,No,No,Programming,1,Software,Single,No,Bachelor,No,3.73,No,3.73,11,20000,0.0,2,2,1.8181818181818181
2014,Male,26,2014,BCSE,22,No,Yes,3,2,Online,Yes,Yes,1,Basic,100,Yes,No,Yes,Cyber security,5,NETWORKING,Single,No,Family,No,2.0,No,2.0,80,25000,0.0,6,8,0.3225806451612903
2019,Male,25,2017,BCSE,11,Yes,Yes,2,1,Offline,Yes,Yes,5,Intermediate,80,No,No,Yes,Basic,2,Software,Single,Yes,Bachelor,No,3.78,No,3.56,132,20000,-0.21999999999999975,2,4,2.380952380952381
2017,Male,24,2015,BCSE,15,Yes,Yes,6,4,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,3.42,No,3.02,136,50000,-0.3999999999999999,24,8,0.1639344262295082
2018,Female,21,2017,BCSE,14,No,No,4,5,Online,Yes,Yes,5,Advance,95,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,Yes,3.5,No,3.2,122,15000,-0.2999999999999998,20,5,1.2195121951219514
2022,Male,21,2020,BCSE,2,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.26,No,3.26,11,22000,0.0,2,4,1.4285714285714286
2022,Female,21,2020,BCSE,2,Yes,Yes,2,2,Offline,Yes,Yes,2,Basic,70,Yes,No,No,Cyber security,1,Artificial Intelligence,Single,No,Family,No,3.9,No,3.8,12,25000,-0.10000000000000009,4,3,0.9523809523809523
2019,Female,21,2018,BCSE,9,Yes,Yes,2,1,Online,Yes,Yes,5,Intermediate,95,No,No,No,Programming,1,Software,Single,No,Family,No,3.7,No,3.68,105,50000,-0.020000000000000018,2,3,2.380952380952381
2019,Female,22,2018,BCSE,11,No,No,3,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Web development,2,Software,Single,No,Bachelor,No,3.82,No,3.65,78,30000,-0.16999999999999993,6,5,0.9677419354838709
2019,Female,21,2018,BCSE,11,Yes,No,5,2,Offline,Yes,Yes,5,Advance,99,No,No,No,Web development,2,Machine Learning,Single,Yes,Family,No,3.85,No,3.72,126,100000,-0.1299999999999999,10,7,0.9803921568627452
2016,Male,24,2016,BCSE,18,No,Yes,2,2,Offline,Yes,Yes,3,Advance,95,Yes,No,Yes,Programming,3,Software,Married,Yes,Bachelor,No,3.1,No,2.84,133,20000,-0.26000000000000023,4,5,1.4285714285714286
2022,Female,20,2020,BCSE,2,Yes,No,2,2,Online,Yes,No,6,Intermediate,90,No,No,Yes,Networking,0,Software,Single,No,Bachelor,No,2.67,No,2.67,12,35000,0.0,4,2,2.857142857142857
2019,Female,23,2017,BCSE,9,No,Yes,3,2,Offline,Yes,Yes,1,Intermediate,80,No,No,No,Web development,1,Machine Learning,Single,No,Bachelor,No,3.82,No,3.6,84,30000,-0.21999999999999975,6,4,0.3225806451612903
2022,Male,20,2020,BCSE,2,Yes,Yes,4,3,Offline,Yes,Yes,2,Basic,100,No,No,No,Programming,2,Software,Single,Yes,Family,No,3.72,No,3.72,11,40000,0.0,12,6,0.48780487804878053
2019,Female,21,2018,BCSE,10,No,Yes,2,1,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Programming,1,Artificial Intelligence,Single,No,Family,No,3.51,No,3.56,125,40000,0.050000000000000266,2,3,0.9523809523809523
2020,Male,22,2018,BCSE,8,No,No,8,7,Online,Yes,No,4,Intermediate,90,No,No,Yes,Web development,5,Software,Single,No,Bachelor,Yes,3.48,No,3.35,75,40000,-0.1299999999999999,56,13,0.4938271604938272
2019,Male,22,2018,BCSE,11,No,No,3,2,Offline,Yes,Yes,20,Basic,90,No,No,Yes,Software Development,1,Machine Learning,Single,No,Bachelor,No,2.65,No,2.99,121,50000,0.3400000000000003,6,4,6.451612903225806
2019,Male,22,2018,BCSE,11,No,Yes,6,3,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,5,Software,Relationship,Yes,Bachelor,No,3.72,No,3.42,131,62488,-0.30000000000000027,18,11,0.3278688524590164
2021,Male,23,2018,BCSE,2,Yes,No,3,2,Online,Yes,No,3,Basic,85,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,1.96,No,1.96,11,62488,0.0,6,4,0.9677419354838709
2019,Female,23,2017,BCSE,10,Yes,Yes,2,2,Offline,Yes,Yes,1,Advance,95,No,No,Yes,Networking,2,NETWORKING,Married,Yes,Family,No,3.38,No,3.6,120,50000,0.2200000000000002,4,4,0.47619047619047616
2018,Male,23,2017,BCSE,14,No,Yes,7,2,Online,Yes,Yes,2,Intermediate,80,Yes,No,No,Web development,2,Software,Relationship,Yes,Family,No,2.8,No,2.8,130,18000,0.0,14,9,0.28169014084507044
2019,Female,21,2018,BCSE,9,No,No,5,2,Online,Yes,Yes,4,Intermediate,100,No,No,Yes,Web development,2,Web development,Single,No,Family,Yes,3.36,No,3.59,100,40000,0.22999999999999998,10,7,0.7843137254901962
2020,Male,22,2028,BCSE,8,No,No,2,2,Offline,Yes,Yes,4,Intermediate,85,No,No,Yes,Software Development,1,Software,Single,No,Bachelor,No,3.33,No,3.1,80,62488,-0.22999999999999998,4,3,1.9047619047619047
2017,Male,25,2016,BCSE,15,No,No,1,1,Online,Yes,Yes,2,Intermediate,90,Yes,No,Yes,"Networking, MIS",2,Hardware,Single,Yes,Family,Yes,2.11,Yes,2.54,126,80000,0.43000000000000016,1,3,1.8181818181818181
2021,Male,21,2020,BCSE,4,No,No,1,1,Offline,Yes,Yes,6,Basic,52,No,No,Yes,Programming,1,Software,Single,No,Family,Yes,2.83,No,3.05,37,20000,0.21999999999999975,1,2,5.454545454545454
2021,Male,21,2019,BCSE,4,Yes,Yes,3,2,Online,Yes,Yes,4,Intermediate,88,Yes,No,No,Programming,2,Software,Single,Yes,Family,No,2.2,No,2.2,30,62488,0.0,6,5,1.2903225806451613
2019,Male,23,2018,BCSE,11,No,Yes,6,3,Offline,Yes,Yes,6,Intermediate,98,No,No,Yes,Web development,3,Software,Single,Yes,Family,No,3.2,No,3.22,110,50000,0.020000000000000018,18,9,0.9836065573770493
2019,Male,26,2014,BCSE,10,No,No,4,2,Offline,Yes,Yes,1,Intermediate,70,Yes,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,2.81,No,3.2,104,12000,0.3900000000000001,8,6,0.24390243902439027
2022,Male,20,2020,BCSE,2,No,No,5,3,Offline,No,Yes,2,Basic,100,No,No,No,Programming,5,Software,Single,Yes,Bachelor,No,3.48,No,3.48,11,20000,0.0,15,10,0.3921568627450981
2022,Female,20,2020,BCSE,2,Yes,No,5,1,Offline,Yes,Yes,6,Intermediate,90,No,No,No,Programming,5,Software,Single,No,Family,Yes,4.0,No,0.0,11,50000,-4.0,5,10,1.1764705882352942
2022,Male,20,2020,BCSE,1,Yes,Yes,2,7,Offline,Yes,Yes,6,Basic,100,Yes,No,No,Web development,4,Software,Single,No,Family,No,4.0,No,4.0,14,62488,0.0,14,6,2.857142857142857
2019,Male,23,2017,BCSE,9,Yes,Yes,4,2,Offline,Yes,Yes,6,Intermediate,90,No,No,No,Web development,1,Machine Learning,Single,No,Bachelor,No,3.7,No,3.5,89,50000,-0.20000000000000018,8,5,1.4634146341463417
2022,Male,20,2020,BCSE,1,Yes,Yes,3,1,Offline,Yes,No,6,Basic,100,No,No,Yes,Programming,0,Software,Relationship,Yes,Family,No,0.0,No,0.0,11,25000,0.0,3,3,1.9354838709677418
2022,Female,21,2019,BCSE,2,Yes,Yes,4,3,Offline,Yes,Yes,5,Intermediate,90,No,No,No,Software Development,3,Software,Single,No,Family,No,3.68,No,0.0,11,25000,-3.68,12,7,1.2195121951219514
2022,Male,21,2020,BCSE,1,Yes,No,5,2,Offline,Yes,Yes,2,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Bachelor,No,3.3,No,3.3,11,50000,0.0,10,7,0.3921568627450981
2018,Male,22,2016,BCSE,12,No,No,4,2,Online,Yes,Yes,2,Intermediate,88,No,No,Yes,Cyber security,6,Hardware,Single,Yes,Bachelor,No,3.85,No,3.1,115,62488,-0.75,8,10,0.48780487804878053
2019,Male,21,2018,BCSE,11,Yes,No,2,2,Online,Yes,Yes,3,Intermediate,90,No,No,Yes,Web development,5,Software,Single,No,Bachelor,No,4.0,No,3.78,120,50000,-0.2200000000000002,4,7,1.4285714285714286
2018,Female,24,2018,BCSE,12,No,No,4,2,Offline,Yes,Yes,1,Intermediate,97,No,No,No,Web development,2,Machine Learning,Single,Yes,Family,No,2.98,No,2.91,136,20000,-0.06999999999999984,8,6,0.24390243902439027
2020,Female,22,2018,BCSE,8,Yes,Yes,5,3,Offline,Yes,Yes,15,Advance,100,No,No,No,Web development,4,Hardware,Single,Yes,Family,No,3.64,No,3.75,88,34000,0.10999999999999988,15,9,2.9411764705882355
2022,Female,19,2020,BCSE,2,Yes,No,6,5,Offline,Yes,Yes,1,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Bachelor,No,3.56,No,3.58,11,10000,0.020000000000000018,30,8,0.1639344262295082
2019,Male,23,2018,BCSE,11,No,Yes,1,1,Offline,Yes,Yes,2,Advance,65,No,No,Yes,Digital Marketing,1,Hardware,Relationship,No,Family,No,1.68,No,3.1,120,30000,1.4200000000000002,1,2,1.8181818181818181
2022,Male,20,2020,BCSE,2,No,Yes,3,3,Online,Yes,Yes,5,Basic,80,No,No,No,Programming,2,NETWORKING,Single,No,Bachelor,No,2.54,No,2.54,11,40000,0.0,9,5,1.6129032258064515
2022,Male,20,2020,BCSE,2,No,No,7,3,Offline,Yes,Yes,1,Basic,95,No,No,No,Programming,1,Software,Single,No,Bachelor,No,3.9,No,3.9,11,50000,0.0,21,8,0.14084507042253522
2019,Female,22,2019,BCSE,9,Yes,Yes,6,3,Offline,Yes,Yes,3,Basic,90,No,No,Yes,Networking,1,NETWORKING,Single,No,Family,No,3.84,No,3.77,99,60000,-0.06999999999999984,18,7,0.49180327868852464
